Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
Which of the following is a common form of financial exchange:,Insurance,Investments,Cash payment,Liabilities PERSONAL FINANCIAL LITERACY EXAM 4,C,"Cash payment. There are several forms of financial exchange and paying in cash is one of the most common forms. Financial exchange involves paying for a good or service. Individuals often pay in cash, especially for products that are inexpensive. Also, many individuals prefer to pay in cash because that prevents them from buying products they cannot afford. An investment is a financial product that an individual might pay for with cash. Insurance is a contractual agreement in which the insurer will pay for specified losses incurred by the insured in return for installment payments, also known as a premium. https://moneyfit.org/blog/different-payment-methods PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 5",,2,easy
"Sam is looking for a form of financial exchange that best fits her needs. She needs something that is mobile, convenient, and instantly tracks transactions. She prefers not to borrow money, so Sam also wants something that is linked to money she already has. What form of financial exchange is best for Sam?",Debit card,Credit card,Cash,Check,A,"Debit card. Similar to a check, a debit card is a form of financial exchange that allows individuals to draw money from a checking account. Unlike a check, a debit card makes automatic transactions that are immediately trackable. Cash transactions are difficult to track. Credit cards are a form of financial exchange that allows an individual to make payments using borrowed funds. 2022, from https://www.investopedia.com/articles/personal-finance/050214/credit-vs-debit-cards-whichbetter.asp",,2,medium
Marshall's employer pays him for the work that he performs while on the job. This is an example of,earned income.,capital gains.,transfer payments.,passive revenue.,A,"Earned income. Income is money that individuals and businesses receive from other sources. Marshall worked to receive wages from his employer, so he has earned income. Unearned income is revenue that individuals and businesses passively obtain. In these situations, individuals or businesses do not actually perform work to obtain the money. Dividends, rent, and transfer payments are examples of unearned income. Transfer payments are monies paid by the government for which no goods or services are received in exchange, such as welfare benefits, veterans' benefits, disaster aid, and unemployment. A capital gain refers to the amount of increase in value of an asset in relation to its price at the time of purchase. from https://mirandamarquit.com/earned-income-vs-unearned-income",,2,easy
"Is it possible to buy insurance to protect your belongings if you don't own your home, but lease it from someone else?","Yes, you can buy life insurance.","No, insurance must be purchased by the owner.","No, leased properties cannot be insured.","Yes, you can buy renter's insurance.",D,"Yes, you can buy renter's insurance. Renter's insurance is a form of liability coverage that can be purchased by those who rent or lease property to cover their possessions. The owner of the property should buy homeowner's insurance to cover the property. Life insurance would not protect your belongings as it is not paid out until the death of the policyholder. http://understandinsurance.com.au/types-of-insurance/landlord-and-renters-insurance#tab-2",,3,medium
Which of the following is considered a source of taxable income:,Life insurance payout due to a loved one's death,Rent payments received from tenants,A personal loan from a friend,Group medical insurance premiums,B,"Rent payments received from tenants. Rent payments received from tenants are considered a source of taxable income. A personal loan from a friend is not considered a source of income except in cases where the friend forgives your loan (i.e., doesn't require you to pay it back). Group medical insurance premiums are monies paid for the cost of health insurance and are not considered a source of income. Life insurance payouts are not considered a source of taxable income. https://www.hrblock.com/tax-center/income/other-income/sources-of-income PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 6",,3,medium
How much money do you need to deposit into a savings account today to have $500 in two years? The interest rate for the savings account is 3%.,$485.44,$499.07,$471.30,$492.11,C,"$471.30. The present value of money is equal to the future value of the money divided by the interest factor, which is equal to the sum of the interest rate and one, raised to the nth power (n is equal to the number of years). To find the present value of $500 two years in the future, first convert the interest rate to a decimal and add one to it (0.03 + 1 = 1.03). Then, raise that sum to the second power, which is the same as multiplying that number by itself (1.03 X 1.03 = 1.0609). Finally, divide the amount of money in the future by the interest factor that you just calculated ($500 / 1.0609 = $471.30). To have $500 in two years, you need to deposit $471.30 into a savings account at 3% interest today. 20, 2022, from https://www.thebalancemoney.com/how-to-calculate-the-future-value-of-an-investment393391",,3,medium
"Glenn has committed to investing $100 each month to buying shares of his favorite stock, Microsoft. Last month, when the stock price was $22, he bought 4.54 shares. This month the stock price is $25, so he bought just 4 shares. This strategy is called",diversification.,growth investing.,dollar cost averaging.,buy-and-hold. PERSONAL FINANCIAL LITERACY EXAM 5,C,"Dollar cost averaging. Dollar cost averaging involves investing a fixed dollar amount in a particular investment on a regular schedule, regardless of share price. With this strategy, an investor buys more when prices are low and buys less when prices are high. The example does not illustrate diversification, growth investing, or buy-and-hold. from http://www.investopedia.com/terms/d/dollarcostaveraging.asp",,3,easy
"Three years ago, Omar made a deposit to a savings account. Each year, Omar has watched as the interest on his initial deposit has grown. He is earning interest on the principal amount plus on the interest earned on the principal. In other words, Omar is earning",simple interest.,the present value.,compound interest.,the inflation value.,C,"Compound interest. Compound interest is often referred to as ""interest on interest."" In this example, Omar is earning compound interest on his original deposit because he is earning interest on the principle plus interest on that interest. If Omar was earning simple interest, he would only be earning interest on the principle amount. The present value of money is what money is worth at any given time. Inflation is a rise in the prices of consumer goods and services over a period of time. The present value of money and inflation rates are not demonstrated in this example. October 20, 2022, from https://www.investopedia.com/terms/c/compoundinterest.asp",,3,medium
A formal legal agreement between a lender and a borrower usually includes a,tax code listing.,repayment schedule.,proposal for disbursement.,guarantee of eminent domain.,B,"Repayment schedule. Individuals and businesses usually borrow money from financial institutions for large purchases, such as business equipment. A borrower must apply for the loan with the lender and provide the lender with necessary financial status information. The lender reviews this information to determine if the potential borrower is a good risk and is likely to pay back the loan. If the lender determines that the borrower meets the necessary criteria, the application is accepted and the loan process begins. The lender develops a formal document (contract) that the borrower must sign. The document contains information regarding the loan repayment terms and schedules. The contract does not include a tax code list, a proposal (request) for disbursement, or a guarantee of eminent domain. https://www.debt.org/credit/loans/contracts PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 7",,3,easy
"Annie took out a loan for $6,000 to purchase some new display cases for her store. She agreed to pay $283.27 per month for 24 months. The bank did not require collateral for the loan. What is the approximate annual percentage rate (APR) for Annie's loan?",12.80%,4.70%,21.20%,16.50%,A,"12.8%. The lender is required to inform a borrower of the finance charge that is to be paid on their installment loans, as well as the annual percentage rate (APR) for the loan. To calculate the approximate APR for Annie's loan, first find the total installment cost for the loan by multiplying the monthly payment by the number of payments and then adding this answer to the down payment for the loan ($283.27 X 24 = $6,798.48 + $0 = $6,798.48). Then, find the finance chargeâ€”the total interest that Annie will be required to pay on the loanâ€”by subtracting the amount of the loan from the total installment cost ($6,798.48 - $6,000 = $798.48). To find the approximate APR, multiply the finance charge by 24, which is a constant in the formula for approximate APR ($798.48 X 24 = $19,163.52). Next, add one (also a constant in the formula) to the number of payments (1 + 24 = 25). Multiply this sum by the amount financed (25 X $6,000 = $150,000). Finally, divide this answer into $19,163.52 ($19,163.52 / $150,000 = 0.128 = 12.8%). Retrieved October 20, 2022, from https://www.investopedia.com/terms/a/apr.asp",,3,hard
Financial planning is important because it can help you,meet needs and wants.,increase your income.,understand economics and finance.,predict the future.,A,"Meet needs and wants. Financial planning helps you meet needs and wants by setting goals and working toward them. It does not help you understand economics and finance. It can help you plan for the future, but it does not help you predict it. Financial planning does not increase your income, but it does help you make the most of it. from https://www.investopedia.com/articles/personal-finance/100516/setting-financial-goals",,3,easy
"Sophia's father just bought her a car for $6,390. One of Sophia's financial goals is to pay her father back for the car in three years. She usually receives about $400 cash for her birthday each year. If she saves all of her birthday money to help pay for the car, how much additional money should Sophia set aside monthly to pay her dad back in full in three years?",$177.50,$155.28,$166.39,$144.17,D,"$144.17. To find how much Sophia should save each month, first determine how much birthday money she can put toward the car by multiplying the amount that she usually receives each year by the number of years she has to save ($400 X 3 = $1,200). Next, subtract her birthday money for the three years from the cost of the car ($6,390 - $1,200 = $5,190). Finally, divide the difference by 36 months (3 years) to determine how much she needs to save each month to reach her financial goal ($5,190 / 36 = $144.17). from https://www.investopedia.com/articles/personal-finance/100516/setting-financial-goals",,3,easy
"If you want to save enough money to buy a new phone, which of the following options can best help you work toward achieving that goal:",Open a credit card account.,Dip into your emergency fund.,Borrow money from a family member or friend.,Plan how much you'll need to set aside each month. PERSONAL FINANCIAL LITERACY EXAM 6,D,"Plan how much you'll need to set aside each month. Financial planning is necessary to achieving goals because it allows you to develop a process for getting where you need to be. If you want to save enough to buy a phone, you won't just do it overnightâ€”instead, you'll need to plan how much to set aside each month to get there. Borrowing money from a family member or friend is not necessarily a realistic option. Opening a credit card account will not necessarily help you work toward your goal to save money, because credit cards do not help you save money. Dipping into your emergency fund to buy a phone is not a good idea, because then your emergency fund will be depleted, and it will be difficult to save back up again. from https://www.investopedia.com/articles/personal-finance/100516/setting-financial-goals PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 8",,3,easy
Why is it important to have an emergency fund as part of a personal financial plan?,To pay for unexpected expenses,To save for a vacation,To save for college,To pay for large expenses like rent,A,"To pay for unexpected expenses. Experts recommend that people have an emergency fund as part of a personal financial plan to pay for unexpected expenses such as car repairs or medical bills. A personal financial plan should also include a budget to plan and pay for monthly expenses such as rent. Vacations and college are planned purchases, not unexpected expenses to be paid for out of an emergency fund. from https://www.investopedia.com/articles/personal-finance/100516/setting-financial-goals",,4,easy
Which of the following is an obstacle to meeting a financial goal of paying off credit card debt:,Budgets,Insurance copayments,Deductibles,Interest on balances,D,"Interest on balances. Interest increases the amount of money owed if a balance remains on a credit card. Interest can make it difficult to pay off a credit card because the balance continues to grow. Budgets are tools to allocate money to achieving financial goals. A deductible is the amount of money paid for services before insurance kicks in. Insurance copayments are just the portion of a medical bill that a person will pay, while insurance pays for the remainder of the cost. https://www.investopedia.com/terms/c/credit-card-debt.asp",,4,easy
Which of the following is a source of income that a person should consider when developing a personal budget:,Clothing,Utilities,Salary,Insurance,C,"Salary. An individual's income is the source of money that the person receives. A person earns income by working and collecting a salary from their employer. Other income sources include child support payments, alimony, interest, and profits from investments (e.g., rental properties). Insurance, clothing, and utilities are types of personal expenses. 2022, from https://www.consumerfinance.gov/about-us/blog/budgeting-how-to-create-a-budget-and-stickwith-it",,4,medium
Which of the following is categorized as a fixed expense in a personal budget:,Groceries,Home repairs,Car payment,Clothing,C,"Car payment. Developing a personal budget helps individuals manage their income and expenses. An important consideration in budgeting involves identifying fixed expenses, which are the expenses (cash outflows) that do not fluctuate or change from month to month. Car payments, insurance, and rent are examples of fixed expenses. Groceries, home repairs, and clothing are variable expenses, or expenses that may fluctuate slightly from month to month. 20, 2022, from https://www.thebalancemoney.com/what-s-the-difference-between-fixed-and-variableexpenses-453774",,4,medium
"Logan plans to buy a used car from Tompkins Super Auto Mart. The base price of the car is $6,375, and the sales tax rate is 6.25%. How much sales tax will Logan need to pay?",$407.22,$376.98,$398.44,$425.16,C,"$398.44. Sales tax is a fee that the government charges on retail products. Businesses collect the taxes from the customers and pay the government the taxes at set intervals. To calculate the amount of sales tax Logan owes for his car, multiply the car's price by the sales tax rate ($6,375 X .0625 or 6.25% = $398.44). https://www.wikihow.com/Calculate-Sales-Tax PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 9",,4,easy
"Richard earns $14.55 per hour during a regular 40-hour work week, time-and-a-half for overtime, and double time on holidays. According to Richard's pay stub, he worked 49 hours last week. What is his total gross pay for last week if he worked the standard 40 hours plus 5 hours overtime and 4 hours on Saturday, which was New Year's Day?",$712.95,$778.43,$843.90,$807.53,D,"$807.53. Richard's gross pay consists of his total income for the week before income taxes and other deductions are subtracted from his pay. To determine Richard's total gross pay for last week, first multiply his standard 40 hours worked by his regular hourly rate (40 X $14.55 = $582.00). Then, determine his hourly rate for overtime hours by multiplying his regular hourly rate by 1.5 ($14.55 X 1.5 = $21.825). Next, multiply the number of overtime hours by the hourly rate for overtime (5 X $21.825 = $109.125). To calculate his hourly rate for holiday hours, multiply the regular hourly rate by two ($14.55 X 2 = $29.10). Multiply his hourly rate for holiday hours by the number of hours worked on New Year's Day, which is a holiday ($29.10 X 4 = $116.40). Finally, to determine his total gross pay, add his earnings for regular hours, overtime hours, and holiday hours together and round to the nearest cent ($582.00 + $109.125 + $116.40 = $807.525 = $807.53). https://www.thebalancemoney.com/what-is-included-on-a-pay-stub-2062766",,4,easy
0326.62Home Depot (HD)18.9235.01+.621.850.952.7,"The previous day's closing price was $34.39, $0.62 less than the last price for today.",Home Depot's stock share price is 2.7 times higher than its earnings per share.,An investor who owned 100 shares of Home Depot's stock last quarter earned $27 in dividends.,The lowest price paid for Home Depot stock during the last year was $18.92.,C,"Optional deductions. To calculate your net pay, you need to subtract taxes and optional deductions such as health insurance, life insurance, and retirement plan contributions from your gross pay. By claiming exemptions and dependents, you can lower your tax rate, but they are not subtracted from gross pay. Capital gains are earnings from the appreciation of a stock investment. Exemptions, dependents, and capital gains are not considered when determining net pay. 2022, from https://www.indeed.com/career-advice/career-development/how-to-calculate-net-pay",,4,easy
Which of the following is a criterion for evaluating the reliability of a source:,Timeliness,Type of source,Length,Style,A,"Timeliness. For certain types of information, it is crucial for the source to be up to date because data are always changing. Length and style are not necessarily indicators of reliability, though depending on the type of source, they may be important. The type of source does not always indicate reliability; many different types of sources are reliable. from https://guides.library.jhu.edu/c.php?g=202581&p=1334914",,4,medium
Which of the following records that contains information about their investments should individuals keep:,Credit,Logistics,Deposit,Purchase,D,"Purchase. When individuals make investments, they receive purchase documents that include information about the cost of the investment and any commissions or fees that were paid. Individuals should keep these documents in their records to verify ownership and to be able to determine if it was a good investment over a period of time. For example, the purchase record would indicate the cost (perhaps it was $25 a share), the total amount purchased (100 shares for a total of $2,500), and a fee of $30. By comparing the purchase records to actual value in five years, an individual will be able to decide if the investment was worthwhile. Perhaps the cost per share is $40 a share in five years. An individual might consider this to be a good return on the investment. Deposit and credit records usually do not contain information about investments. Logistics refer to managing the flow of goods and services from production to consumption. 2022, from https://www.consumerreports.org/taxes/how-long-to-keep-tax-documents-a5302825423 PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 10",,4,medium
"Kerry always obtains and saves receipts for her __________, which are a tax deductible expense.",rent payments,lunch with coworkers,political contributions,charitable gifts,D,"Charitable gifts. A deduction is a tax write-off that reduces the gross amount of an individual's income, which in turn reduces the taxes owed. Deductible expenses include donations to qualified charities. By claiming the charitable gift deduction, you can decrease your taxable income and lower your tax bill. To successfully claim the charitable contribution deduction, you need to donate cash or property, contribute to a qualified tax-exempt organization, and meet recordkeeping requirements. Political contributions, rent payments, and lunches with coworkers are not expenses that are tax deductible. https://www.thebalancemoney.com/tax-deduction-for-charity-donations-3192983",,4,medium
"As Tom uses his credit card to make purchases in a responsible manner, he should remember that credit is a(n)",privilege.,loan.,asset.,tax.,B,"Loan. A loan is a sum of money lent to a person or business for a specific time period that is repayable with interest. Credit is the arrangement by which a person purchases now and pays later. A lending institution issues credit cards, which allow people to purchase now and pay later. The lender provides credit card users with a limit within which they can charge purchases. The lender pays for the purchases and then sends the credit card user a bill/statement each month that indicates the monthly minimum payment and interest charges due to the lender. It is important for people to pay credit card balances responsibly so they do not accumulate so much debt that they cannot afford to pay the lender. Using credit for purchases helps a person build a personal credit history, which lenders consider when a person applies for a large loan to purchase a car or a house. An asset is something of value that a person owns. Credit is not an asset or a tax. Because credit is so widely used, it is not necessarily a privilege. https://consumer.gov/credit-loans-debt/using-credit",,5,medium
Limiting the number of credit cards that you have will help you,purchase most of the items that you want.,waive the transaction fees for each card.,exceed your credit limit.,manage your spending.,D,"Manage your spending. When you have one or two credit cards, it is easier to manage your spending because you have a limited amount of purchases that you can place on each card. With fewer cards, it is easier to track your purchases and this may enable you to pay more than the minimum amount due on each card, which helps you reduce your debt more quickly. Having one or two credit cards may not enable you to buy everything that you want, but it can help you prioritize your needs and wants so you don't overspend. The credit card service provider establishes the policies for transaction fees and credit limits, regardless of the number of credit cards that you hold. https://www.thebalancemoney.com/worst-credit-card-mistakes-961138",,5,easy
"Your credit card balance was $450, and your minimum payment is $25. If your APR is 18% and uses a monthly periodic rate, and you pay the minimum payment, what will your new balance be?",$431.75,$456.75,$475,$425.15,A,"$431.75. First, determine the monthly periodic rate by dividing the APR (annual percentage rate) by 12 (18% / 12 = 0.015 or 1.5%). Next, multiply the monthly periodic rate by the previous balance to determine the finance charges (1.5% X 450 = $6.75). Then, add the finance charge to the previous balance ($450 + $6.75 = $456.75). Then, subtract the $25 payment from the new balance to get the total new balance ($456.75 - $25 = $431.75). Retrieved October 20, 2022, from https://www.investopedia.com/terms/a/apr.asp PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 11",,5,hard
Why is it important for individuals to periodically validate their credit histories?,To avoid being denied credit,To understand credit laws,To protect themselves from slander,To find out about different types of credit PERSONAL FINANCIAL LITERACY EXAM 8,A,"To avoid being denied credit. Individuals should periodically validate their credit histories to make sure that the information is correct. In some cases, inaccurate or false information may appear in a credit history, which will result in an individual being denied credit. To make sure this doesn't happen, individuals should review the information and contact the credit bureau to change or remove inaccurate information. Individuals do not validate their credit histories to understand credit laws, find out about different types of credit, or protect themselves from slander. Learning, Inc.",,5,medium
Many employers match employees' pretax contributions to their,Keogh plans.,traditional IRAs.,Roth IRAs.,401(k) plans.,D,"401(k) plans. Many employers offer 401(k) plans, which are defined-contribution pension plans, to their employees. Employees contribute to their 401(k) plans on a pretax basis, and many employers match employees' contributions up to a certain percentage. Both the employee's and employer's contributions become part of the employee's nest-egg for retirement. A traditional IRA (individual retirement account) is a personal savings plan that an employee can set up independent of their employer. Contributions to a traditional IRA are usually tax deductible, but the money in the account is taxed when it is withdrawn during retirement. Money contributed to a Roth IRA is not tax deductible, but the money withdrawn from a Roth IRA during retirement is not taxed. A Keogh plan is a defined contribution pension plan specifically for self-employed individuals. Contributions to a Keogh plan are typically tax deductible, but withdrawals from the account during retirement are taxed. 2022, from https://www.edelmanfinancialengines.com/education/retirement/should-i-max-out-my-401k/",,5,easy
Which of the following could Lynn do to lower the risk of identity theft:,Use secure web browsers when purchasing online,Write account passwords in a personal planner,Share bank account information with others,Keep written records of all major cash purchases,A,"Use secure web browsers when purchasing online. Identity theft occurs when an individual obtains and uses another person's information (e.g., credit cards) without that person's consent. To reduce the risk of identity theft, people should use secure web browsers to make purchases. Because internet sales transactions often require a person to provide credit card information, it is important to make sure that the web browsers are secure. Using secure websites reduces the risk of computer hackers obtaining confidential information for fraudulent purposes. Another way to reduce the risk of identity theft is to memorize passwords. If a personal planner is stolen, the risk of identity theft goes up because the passwords are written down. Also, people should not share bank account numbers with others. When more people know an individual's banking information, the risk of identity theft increases. Everyday cash transactions do not require a purchaser to provide personal information and, therefore, do not pose a high risk for identity theft. https://staysafeonline.org/resources/online-shopping",,5,easy
One of the best ways to protect yourself against identity theft is to,pay your bills online.,monitor your credit and bank accounts continuously.,use the same password for all online financial accounts.,pay for your purchases with debit cards.,B,"Monitor your credit and bank accounts continuously. By reviewing your credit card statements and your bank accounts on a regular basis, you are more likely to detect credit purchases or bank withdrawals that you did not make. If unauthorized transactions have occurred, you can quickly close accounts to stop identity thieves from accessing your accounts. Other things you can do to protect yourself from identity theft are use different passwords for each of your online accounts and use secure websites when paying bills and shopping online. Not all online sites are secure. You should use the same caution with your debit card as you do with your credit accounts and other bank accounts. https://consumer.ftc.gov/features/identity-theft PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 12",,5,easy
Why do consumer credit laws prevent lenders from refusing loans to creditworthy individuals?,The laws prevent high earners from being denied credit.,The laws are meant to increase the number of loans offered.,Credit card debt improves the economy.,Access to credit is an important financial tool.,D,Access to credit is an important financial tool. It is important that all consumers have equal access to credit to finance purchases. A high earning individual may be denied credit because of poor credit use. Consumer credit laws are not intended to increase loans or consumer spending to stimulate the economy.,,5,medium
"Last year, Janine's gross income was $47,355. She earned $389 in taxable interest. She is 24 years old, single, claiming one exemption for herself, and taking the standard deduction for an individual. The single standard deduction is $5,700, and the amount of the exemption is $3,650. What is Janine's taxable income for the year?","$42,044","$38,394","$43,705","$47,744",B,"$38,394. Janine's taxable income is equal to her gross income plus taxable interest minus her standard deduction and exemption amounts. The first step in calculating Janine's taxable income is adding together her gross income and taxable interest ($47,355 + $389 = $47,744). This sum is her adjusted gross income. Then, subtract the single standard deduction and exemption amount from her adjusted gross income ($47,744 - $5,700 - $3,650 = $38,394). 20, 2022, from https://www.irs.gov/businesses/small-businesses-self-employed/what-is-taxable-andnontaxable-income",,5,hard
"When you prepare governmental income tax forms for submission, why should you use tax deductions to reduce your taxable income?",You can increase your gross income.,You can decrease your net income.,You won't have to pay any taxes.,You can qualify for a lower tax rate.,D,"You can qualify for a lower tax rate. Finding tax deductions that reduce your taxable income typically allows you to be taxed at a lower rate. Tax deductions do not necessarily eliminate the need to pay taxes. Tax deductions do not increase your gross income or decrease net income. Learning, Inc.",,5,hard
Which type of financial-service provider offers debit cards?,Accounting firm,Stock brokerage firm,Commercial bank,Insurance company PERSONAL FINANCIAL LITERACY EXAM 9,C,"Commercial bank. A commercial bank is a full-service bank offering a variety of banking services including checking and savings accounts, secured and unsecured loans, installment credit, and bank credit cards. Debit cards, which are connected to checking accounts, are offered through commercial banks. Insurance companies, stock brokerage firms, and accounting firms do not offer debit cards. 2022, from https://www.investopedia.com/ask/answers/061615/what-are-major-categories-financialinstitutions-and-what-are-their-primary-roles.asp",,6,easy
WEEKYLD HILOSTOCK (SYM)P/ECLOSECHGEARNINGSDIV%,,,,,C,"Credit union. A credit union is a financial cooperative that is set up to provide savings and credit services to its members. A certified bank is a fictitious term. A central bank is a country's main monetary authority. A commercial bank is a full-service bank offering a variety of banking services including checking and savings accounts, secured and unsecured loans, and other options. Commercial banks generally serve a wider range of people than credit unions. from https://www.investopedia.com/ask/answers/061615/what-are-major-categories-financial-institutionsand-what-are-their-primary-roles.asp PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 13",,6,easy
What is an important consideration when selecting a financial-services provider?,Tax status,Fee structure,Gross income,Office location,B,"Fee structure. Financial-services providers are compensated in different ways. Therefore, it is important to consider the fee structure when selecting a financial-services provider to make sure the fee is affordable. Some providers may charge a flat fee while others may charge based on number and size of transactions. Some may charge for consulting time or for gathering information. Office location, tax status, and gross income are not important considerations when selecting a financial-services provider. from http://msue.anr.msu.edu/news/how_to_select_a_financial_services_provider",,6,easy
"A financial advisor charges his clients an asset management fee of 1.5% per year. Sherise has $25,000 to invest. How much would this financial advisor charge Sherise per year to manage her investments?",$375,$250,$167,$500,A,"$375. Financial advisors are compensated in a number of different ways. One common way in which they earn their income is by charging an asset management fee. The amount of this asset management fee depends on the size of an investor's account. Financial advisors typically charge between 0.5% and 2% to oversee their clients' investments. Sherise's potential financial advisor charges an asset management fee of 1.5% per year. To determine how much Sherise would be required to pay per year to have this financial advisor manage her investments, multiply the asset management fee by the amount of money Sherise has to invest (1.5% X $25,000 = $375). from http://moneyover55.about.com/od/findingqualifiedadvisors/a/finadvisorfees.htm",,6,medium
Which of the following is an example of a lending investment:,Bonds,Antiques,Stocks,Homes,A,"Bonds. A lending investment is one in which a lender allows a borrower to use their money during a period of time for a specified fee or rate of interest. A bond is a type of lending investment in which individuals lend money to a government, municipality, or corporation to earn a set rate of interest for a specified time period. Homes, antiques, and stocks are ownership investments.",,6,easy
"With an ownership investment, investors do which of the following:",Buy a home to live in,Invest in multiple corporations,Pay for the right to own something,Collect popular items,C,"Pay for the right to own something. With an ownership investment, investors pay for the right to own something. When they do this, they may buy a home to live in, collect popular items, or even invest in multiple corporations through stock mutual funds.",,6,easy
Which of the following offers investors the advantage of securities diversification:,Treasury bonds,Corporate bonds,Certificates of deposit,Mutual funds,D,"Mutual funds. A mutual fund is a collection of shareholders' money that is invested by professional fund managers in an assortment of different securities, such as stocks and bonds. Because the money is spread out over different types of investments, it provides the investor with a diversified portfolio. If one stock performs poorly, the investor still has many other types of investments in the fund that may be performing well, which reduces the risk of severe financial losses. Corporations sell corporate bonds to investors as a way to raise cash for their businesses. The corporation (borrower) pays back the full amount plus interest to the investor within a certain time. A certificate of deposit is a type of lending investment in which the investor lends the money to the bank at a set interest rate for a particular period of time. The government issues Treasury bonds. The government pays back the full amount of the bond plus interest to the investor over a certain time frame, which varies by the type of Treasury bond purchased. PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 14",,6,medium
Which of the following is a disadvantage of investing in a mutual fund:,Potential loss of time and effort,Low potential for return,Penalty for early withdrawal,Potentially high fees PERSONAL FINANCIAL LITERACY EXAM 10,D,"Potentially high fees. Mutual funds carry the advantage of professional management; however, it comes at a price. High fees may cut into a mutual fund investor's returns. Mutual fund investors don't risk their personal time and effort like entrepreneurs do. As ownership investments, mutual funds have a high potential for return. There is no penalty for early withdrawal from a mutual fund.",,6,medium
Which of the following is an advantage of a money market account over a savings account:,The rate of return is significantly better.,Money market accounts are insured by the FDIC.,You can often write checks from a money market account.,Money market accounts provide corporate ownership rights.,C,"You can often write checks from a money market account. Money market accounts and savings accounts are very similar. One advantage of a money market account over a savings account, however, is that you can often write checks from your money market account (something savings accounts don't allow). Stocks, not money market accounts, provide corporate ownership rights. The rate of return for money market accounts is currently just about the same as the rates for savings accounts. Both types of accounts are insured by the FDIC.",,6,easy
Which of the following is a true statement about certificates of deposit:,You must pay a penalty for withdrawing your money early.,Certificates of deposit may depreciate in value.,The riskiest investment is a certificate of deposit.,Certificates of deposit are issued by corporations or governments.,A,"You must pay a penalty for withdrawing your money early. Certificates of deposit (CDs) are bank-issued securities that guarantee a set rate of return for a specific period of time. If you withdraw your money before that time period has ended, you will pay a penalty for doing so. CDs are considered low-risk investments. Their return is guaranteed, so depreciation is not a concern for investors.",,6,easy
Which of the following forms of income would be considered unearned income:,Tips from waiting tables,Union strike benefits,A personal salary,Interest from a savings account,D,"Interest from a savings account. Interest from a savings account is considered unearned income. Unearned income is any income that comes from investments and other sources that are not related to employment. A salary, tips from waiting tables, and union strike benefits are all considered to be earned incomeâ€”taxable income and wages from employment. from https://mirandamarquit.com/earned-income-vs-unearned-income",,7,easy
Buying insurance is one way to manage,coverage.,damage.,risk.,injury.,C,"Risk. Insurance is a contractual agreement in which one company (insurer) will pay for specified losses incurred by the other company (insured) in return for installment payments (premiums). Businesses and individuals buy insurance to manage risk, which is the possibility of loss or failure. Insurance protects the business or person from many types of risk such as property damage. For example, if a business facility is vandalized, insurance will pay for the repairs. Coverage is the amount an insurance company will pay for a loss. Injury and damage are types of risk for which businesses and individuals can buy insurance. http://www.econlib.org/library/Topics/HighSchool/Insurance.html PERSONAL FINANCIAL LITERACY EXAMâ€”KEY 15",,7,easy
"The LMNOP Corporation offers health insurance to all of its full-time employees. The total cost of the annual insurance premium for an individual is $4,479. Family coverage costs an additional $635 per month. The company contributes $250 toward each employee's premium each month. How much premium does an employee with family health insurance coverage pay each month?",$123.25,$373.25,$758.25,########,C,"$758.25. To calculate the premium that an employee with family coverage pays monthly, first divide the individual annual insurance premium by the number of months in the year ($4,479 / 12 = $373.25). Next, subtract the amount that the company contributes toward the premium each month ($373.25 - $250.00 = $123.25). Finally, add the additional cost for family coverage ($123.25 + $635.00 = $758.25). October 20, 2022, from https://www.medmutual.com/For-Individuals-and-Families/Health-InsuranceEducation/Health-Insurance-Basics/Understanding-Costs.aspx",,7,hard
The face value of a corporate bond is the amount,a business believes the bond is worth.,an investor receives on the date of maturity.,an investor pays plus a quarterly dividend.,of interest that is paid on a yearly basis.,B,"An investor receives on the date of maturity. The face value of a corporate bond is printed on the bond and is the amount an investor receives on the date of maturity. For example, an investor buys a $1,000 corporate bond that pays 10% interest a year for five years. When the bond matures in five years, the investor is repaid the investment of $1,000. However, over the five-year period, the investor also is paid 10% annual interest on the face value of the bond. The interest is not the face value. The face value is the amount an investor pays for the bond but is not the quarterly dividend. The face value is the actual amount of the bond rather than the amount a business believes the bond is worth. 2022, from https://www.sec.gov/files/ib_corporatebonds.pdf",,7,easy
