Question,A,B,C,D,Correct,Explanation,Topic,Assessment,Difficulty
Which of the following economic concepts influences the cost of the production process:,Balance of payments,Economies of scale,Distribution of income,Inelasticity of demand,B,"Economies of scale. Economies of scale is the concept that increasing the scale of production will lead to a decrease in the cost of production while increasing the output. This concept affects the cost of production because businesses that apply this concept usually develop large production facilities that produce large quantities of specific items. The larger the facility, the less it costs to produce an item. Balance of payments, distribution of income, and inelasticity of demand are not economic concepts that influence the cost of the production process. https://www.investopedia.com/terms/e/economiesofscale.asp",Economics,2,medium
Changing parts of a game that is marketed in other countries so the game conforms to local customs and preferences is an example of,customization.,cultural sensitivity.,globalization.,nationalization.,B,"Cultural sensitivity. Cultural sensitivity involves being sensitive to the customs, habits, and traditions of a particular group of people. When doing business in other countries, it is important to first be aware that people throughout the world live and think very differently than we do. They may have local preferences, habits, and customs that are even contradictory to ours. So, it is important to know what these are and to adapt product names, promotional approaches, and, often, even products themselves where necessary. Customization means inventing a completely new product for a different country's market, while globalization means keeping products and advertising messages the same throughout the world. Nationalization refers to a government taking ownership of something and is not related to the concept of cultural sensitivity.",Emotional Intelligence,2,easy
"In persuasion, what technique should you follow to be ready to answer questions and give proof?",Attract attention.,Be reasonable.,Make it personal.,Do your homework.,D,"Do your homework. It's not enough just to suggest something. You should provide information, reasons, and proof. Anticipate that others may not agree with you at first. Do your homework to be ready. Be prepared to give details and answer questions. When using persuasion, it is important to be reasonable, make your appeal personal, and attract the audience's attention. However, these techniques will not help you prepare to answer questions and give proof.",Emotional Intelligence,2,easy
How does a goal differ from a vision?,A goal is broad and far-reaching.,A goal is concrete and measurable.,A goal is abstract and indefinite.,There is no differenceâ€”the two are the same.,B,"A goal is concrete and measurable. A goal and a vision are two different things. A goal is a concrete achievement that you want to complete. Goals tend to be more specific, targeted, and measurable than visions. A goal isn't abstract and indefinite like a vision. A vision tends to be broad and far-reaching in scope. August 23, 2021, from https://medium.com/thrive-global/goals-and-visions-8ebd067f51d5",Emotional Intelligence,2,easy
"If an employee is content with the way things are currently done at work, they are more likely to __________ workplace changes.",understand,look forward to,accept,resist,D,"Resist. When people are used to doing things a certain way and are happy with those methods, they usually don't see a need to change and may resist changes. An employee who is content with the way things are is not likely to look forward to changes, accept them, or understand why they are needed.",Emotional Intelligence,2,easy
Tory is a new business owner offering data management services for medical records to hospitals. How can she identify what hospital administrators will expect from her service?,Entertain hospital administrators at a sporting event,Read about trends impacting the hospital industry,Read patient reviews about each hospital,Research each hospital's financial information,B,"Read about trends impacting the hospital industry. One way to identify what clients will expect is to read about trends impacting their specific industry. Entertaining clients helps form better relationships and goodwill, but it may not help collect much detailed information. Patient reviews and financial information about a business do not provide much information that explains what a client expects from a service provider. 24, 2021, from https://www.business.qld.gov.au/running-business/consumer-laws/customerservice/improving/expectations",Emotional Intelligence,2,medium
"Gianna is attempting to build a strategic relationship with Nico, who is an influential member of the local business community. What is one technique Gianna could use to build the relationship?",Establishing dominance and control,Finding a shared vision,Seeking a deal as quickly as possible,Focusing on Nico's shortcomings,B,"Finding a shared vision. Strategic relationships are successfully formed when both sides share a common vision that they can work toward together. Both parties will be equally motivated to succeed. Establishing dominance and control, seeking a deal as quickly as possible, and focusing on Nico's shortcomings will hinder Gianna from building a strategic relationship with Nico. Retrieved August 24, 2021, from https://leadgenerationworld.com/building-strategicrelationships-for-success/",Emotional Intelligence,2,hard
Which of the following businesses best represents an innovative entrepreneurial endeavor:,Starting a clothing business online,Buying a small local coffee shop from its founder,Opening a new pizza franchise,Developing and selling a new wood-cutting device,D,"Developing and selling a new wood-cutting device. An innovative entrepreneurial endeavor is one that involves creating or inventing something new to sell in the marketplace, such as a new wood-cutting device. A coffee shop, a pizza franchise, and an online clothing store all sell commonly known products and are not examples of innovative endeavors because nothing new is being developed or invented. 23, 2021, from https://www.northeastern.edu/graduate/blog/importance-of-innovation/",Entrepreneurship,2,hard
Arielle knows that she would be a good entrepreneur because she,can withstand ups and downs.,likes to see immediate results of her work.,is easily interested by many different ideas.,depends on others to get work done.,A,"Can withstand ups and downs. One of the most important traits of an entrepreneur is resiliencyâ€”the ability to recover from setbacks or obstacles. If Arielle can withstand ups and downs, she is resilient, which would make her a good entrepreneur. Seeing immediate results of your work is not associated with entrepreneurship; sometimes it takes years for hard work to pay off when starting a new business. Entrepreneurship also requires a high degree of focus, so if Arielle is easily interested in different ideas, she might not have the focus necessary to be an entrepreneur. Finally, entrepreneurs need to be independent and able to do much of the necessary work alone. If Arielle depends on others to get work done, she might not be well-suited as an entrepreneur. 2021, from https://www.indeed.com/career-advice/career-development/entrepreneurial-skills",Entrepreneurship,2,easy
Which of the following statements regarding international trade is true:,Businesses shipping internationally must use freight forwarding services.,Only large companies typically benefit from conducting international trade.,Online businesses can easily become involved in international trade.,Foreign language skills are required to conduct international trade.,C,"Online businesses can easily become involved in international trade. A company that has a website can easily be found by people in foreign countries, and online services make international transactions easy to conduct. Small businesses represent a large majority of international trade. Freight forwarding services are often used by companies, but they are not required. Foreign language skills may be helpful, but they are not required to conduct international trade, since people in many countries speak more than one language and translation services exist. August 23, 2021, from https://www.dummies.com/business/online-business/how-to-set-upyour-online-business-for-international-trade/",Entrepreneurship,3,medium
Entrepreneurial discovery is an important process in a free enterprise economic system because an entrepreneur or small-business owner can,change legal requirements.,form a technological monopoly.,improve economic sanctions.,satisfy an unmet demand.,D,"Satisfy an unmet demand. An opportunity is a circumstance that presents itself. Entrepreneurial discovery is the process of detecting and matching product and market opportunities with one another in a manner that satisfies the market and the business. To do that, an entrepreneur or small-business owner must conduct research to discover what the market needs or wants. The entrepreneurial discovery process does not allow an entrepreneur or small-business owner to form a technological monopoly. The process does not affect economic sanctions, and it does not involve changes in legal requirements. 24, 2021, from https://blog.hellostepchange.com/blog/identify-unmet-customer-needs",Entrepreneurship,3,medium
"When generating product ideas as a group, who typically guides the discussion?",Innovator,Negotiator,Mentor,Facilitator,D,"Facilitator. A facilitator's primary role is to objectively guide the discussion, keep the group on track, and record the group's ideas. A negotiator is an individual who takes part in the negotiation process. Negotiation is the process of persuading or influencing someone to take a certain course of action to achieve a desired outcome. A mentor is an experienced worker who helps new employees adjust to their work environment. An innovator is an individual who creates a new product, strategy, or process. August 24, 2021, from https://www.changenetwork.com.au/single-post/2018/09/04/the-roleof-the-meeting-facilitator",Entrepreneurship,3,medium
The financial section of a feasibility study must include sources of,funding.,materials.,staffing.,technology.,A,"Funding. The financial section of a feasibility study must include sources of funding. You must be certain that you'll have enough money to finance your venture. Materials, staffing, and technology are issues that are covered in other sections of the feasibility study.",Entrepreneurship,3,easy
"What financial tool do entrepreneurs use to plan, monitor, and manage their ventures' income and expenses?",Inbound-call report,Request for proposal,Environmental scan,Operating budget,D,"Operating budget. Budgets are estimates of income and expenses for a specific time period. Budgets are planning tools that help entrepreneurs monitor and manage their ventures' money. Operating budgets estimate the business's day-to-day financial inflows (e.g., sales) and outflows (e.g., payroll and inventory). By setting a budget and comparing it to actual performance, an entrepreneur can evaluate the financial well-being of the venture at regular intervals. Entrepreneurs often consider other sources of information when setting the operating budget, such as requests for proposal, environmental scans, and in-bound call reports. A request for proposal (RFP) is a bid extended to vendors to provide prices for goods and services the business needs. An environmental scan is an analysis of the environment surrounding the business. An inbound-call report is a summary of phone calls processed by sales and service representatives within a specific time period. https://www.bamboohr.com/hr-glossary/operating-budget/",Entrepreneurship,3,easy
An entrepreneur is most likely to discuss the concept for a new business with an industry expert when the entrepreneur,lacks knowledge or experience in the field.,needs to obtain a commercial bank loan.,wants to increase the business's profit margins.,is ready to plan promotional activities.,A,"Lacks knowledge or experience in the field. When an entrepreneur discovers a business opportunity, they might need to obtain more in-depth information to develop the business idea. Industry experts are external resources from which an entrepreneur can obtain useful information and ideas when they do not have extensive knowledge or experience in the specific field. An entrepreneur may obtain a bank loan or plan promotional activities after developing and analyzing the venture concept. Increasing profit margins is an issue that entrepreneurs address after the business is open. August 24, 2021, from https://60secondmarketer.com/2020/10/20/9-reasons-its-important-towork-with-experts/",Entrepreneurship,3,medium
"Karla is obtaining a short-term simple interest loan to start her home-based business. If she borrows $3,000 at a 4.25% interest rate and pays the loan back two years after obtaining the loan, how much interest will Karla pay?",$255,$127.50,"$3,255","$3,127.50",A,"$255. New business owners often obtain loans to start their ventures. The amounts, interest rates, and terms of the loans vary. The formula for calculating the interest amount for a simple interest loan is principle (loan amount) X interest rate X time = interest amount in dollars. The amount of interest Karla will pay on her loan is $255 ($3,000 X 4.25% [or .0425] X 2 = $255). https://www.investopedia.com/terms/s/simple_interest.asp",Entrepreneurship,3,easy
Which of the following is a sign that a company may need to hire more employees:,Company revenue is below target.,Employees are underworked.,The company is often unable to meet its deadlines.,Employees are happy with working conditions.,C,"The company is often unable to meet its deadlines. If a company is having difficulty completing work on time, or if it has had to extend deadlines frequently, then it likely needs to hire more employees. Overworked employees are a sign that a company should hire more employees; underworked employees may mean that a company is overstaffed. If company revenue is below target, a company may not be able to afford new employees. Employees often complain about working conditions when they are overworked, which means more employees are needed. If employees are happy, then it is less likely that the company needs to increase staff. August 24, 2021, from https://www.simplybusiness.com/simply-u/articles/2020/01/10-signsyou-need-to-hire-more-employees/",Entrepreneurship,3,easy
"Al is thinking about moving his company's headquarters to another city, which would be expensive but would bring the company closer to the raw materials needed for manufacturing. The benefit of moving is",feasibility.,demand.,proximity.,independence.,C,"Proximity. Resources are the items or people that a business uses to accomplish a goal or to make a product. Small-business owners must consider both the costs and the benefits in obtaining resources, such as hiring a new employee, contracting a transportation company, or obtaining raw materials for manufacturing. If Al moves the company's headquarters, the costs are the possibility of losing good employees and the financial burden associated with a large move. The benefit of moving is proximity, or being closer to the raw materials the company needs to manufacture its products. The benefit of being closer is that communication might improve due to the proximity, and the company may save transportation costs since the raw materials are closer to the manufacturing equipment. Demand, feasibility, and independence are not benefits of moving the company. https://www.dictionary.com/browse/proximity",Entrepreneurship,3,medium
Small-business owners develop and use operating procedures so that everyday tasks are performed in a(n) __________ way.,diverse,imprecise,standard,innovative,C,"Standard. Operating procedures are the step-by-step processes that employees follow when performing specific work-related tasks. By developing and implementing operating procedures, small-business owners reduce the amount of time that they spend answering questions and making decisions about routine, day-to-day activities. This reduction occurs because the employees have guidelines or a standard way to complete tasks. Conducting activities in a standard way often increases employee productivity and efficiency. Everyday tasks do not always need to be performed in imprecise, diverse, or innovative ways. from https://smallbusiness.chron.com/standard-operating-procedures-business-3228.html",Entrepreneurship,3,medium
Which factor tends to reduce employee productivity and has a negative effect on the success of a new business?,Poor communication,Narrow product lines,Clear quality standards,Short-term goals,A,"Poor communication. Productivity is the amount of work that employees (human resources) perform in a given period, such as output per hour. If management does not clearly communicate the business's goals, processes, needs, and expectations to employees, they will not know how to perform their jobs, which can reduce their productivity. Lower productivity often results in lower customer satisfaction, which negatively affects the business. Narrow product lines, clearly expressed quality standards, and short-term goals do not have a negative effect on the business. success. Retrieved August 24, 2021, from https://blog.smarp.com/11-reasons-why-businesscommunication-is-crucial-for-companys-success",Entrepreneurship,4,easy
"To stay competitive, business owners must adapt to changes in the business environment by monitoring external factors such as",profit margins.,economic conditions.,product development.,staffing needs.,B,"Economic conditions. Because the business environment is always changing, it is important for business owners to monitor these changes and adapt to them as appropriate so they remain competitive in the marketplace. An external factor that affects the business environment is the economic conditions in which the business operates. For example, in an area where the economy is doing well, people tend to spend more money, driving up demand for certain products. If the business does not adjust to demand increases, it will lose sales. Profit margins, product development, and staffing needs are internal factors that affect the business. business? Retrieved August 24, 2021, from https://smallbusiness.chron.com/internalexternal-environmental-factors-affect-business-69474.html",Entrepreneurship,4,medium
The profit a business earns can be determined from the business's,income statement.,balance sheet.,budget.,assets.,A,Income statement. An income statement is a summary of a business's income and expenses over a period of time. It is also referred to as a profit-and-loss statement. Assets are things of value owned by a business. A balance sheet shows what a business is worth at any point in time. A budget is an estimate of revenue and expenditures.,Financial Analysis,4,easy
"Calculate a business's cash receipts if it has $12,450 in sales, earns $78 in interest, collects $625 in sales tax, and owns $5,700 worth of equipment.","$13,153","$12,528","$18,853","$17,150",B,"$12,528. Cash receipts are the money that a business collects (e.g., business income). Cash receipts are all the money flowing into a business, such as sales and interest. To calculate cash receipts, add the sales and interest income ($12,450 + $78 = $12,528). Although a business collects sales tax, that money is not income, because it must be paid to the government. Equipment is an asset and is not included in cash receipts. 2021, from https://bizfluent.com/how-7924170-calculate-cash-receipts.html",Financial Analysis,4,easy
Which of the following is an example of a current asset:,Checking account,Building,Machinery,Land,A,"Checking account. A checking account is a current asset. This means that it can be converted into cash fairly quicklyâ€”in one year or less. Buildings, machinery, and land are fixed assets. They are less easily converted into cash and are meant to be kept for long periods of time.",Financial Analysis,4,easy
Which of the following is an example of business process thinking:,A company strives to fix its method of internal communications.,The marketing department and finance department avoid interacting.,"Whenever a customer complains about slow service, servers are fired.",A company prioritizes product promotions over product development.,A,"A company strives to fix its method of internal communications. Processes are sets of steps used to reach an outcome. Process thinking means keeping processes in mind throughout a project or business venture. An example of a process is a method for communicating internally in an organization. If a company strives to fix its method of internal communications, it is focused on process thinking. Business process thinking involves departments working together rather than avoiding interaction. Firing employees rather than fixing the overall customer service process is not an example of business process thinking. Finally, prioritizing product promotions over product development is not related to business process thinking. 23, 2021, from https://tallyfy.com/process-thinking/",Operations,4,easy
Which of the following types of credit might business owners obtain to purchase seasonal goods for resale:,Mortgage debts,Short-term loans,Stocks and bonds,Accounts receivable,B,"Short-term loans. Businesses often obtain short-term loans to purchase goods to sell quickly. Short-terms loans are paid back within a brief period of time, usually 90 days but no longer than one year. Mortgages are agreements with a lending institution that pledge property as collateral in exchange for loans. Stocks and bonds are issued to investors in exchange for lending money to the businesses. Accounts receivable are all monies owed to a business by its customers. https://corporatefinanceinstitute.com/resources/knowledge/finance/short-term-loan/",Financial Analysis,4,easy
Which of the following is a benefit of debt financing when starting a business:,You have control over how the money is spent.,You don't need to pay interest on the money.,"You have help from knowledgeable, experienced investors.",You don't have to pay back the money if the business fails.,A,"You have control over how the money is spent. One of the biggest benefits of debt financing is the ability to control how the financing is spent. When you take out a business loan, you are in control of what you do with the money. When you obtain equity financing, however, the investors that are helping you start your business have primary control over business decisions. Some of the downsides of debt financing include interest payments and the need to pay the money back even if the business fails. Help from experienced investors is a benefit of equity financing, not debt financing. Retrieved August 24, 2021, from https://www.investopedia.com/ask/answers/042215/whatare-benefits-company-using-equity-financing-vs-debt-financing.asp",Financial Analysis,4,easy
"When businesses divide the change in total revenue by the marginal product, they are calculating the",marginal revenue.,break-even point.,earned income.,cash-flow level.,A,"Marginal revenue. Marginal revenue, or the extra revenue associated with the production and sale of one additional unit of output for a business, is determined by dividing the change in total revenue by the marginal product. Businesses calculate marginal revenue to determine if they are earning the desired amount of profit by increasing production and selling more items. The break-even point is the level of sales at which revenues equal total costs. Earned income is the amount earned by an employee. Cash flow is the movement of funds into and out of a business. https://www.investopedia.com/terms/m/marginal-revenue-mr.asp",Financial Analysis,4,medium
Which of the following is an advantage of the jury of executive opinion method of sales forecasting:,It is based on the opinion of outside experts.,All opinions expressed carry equal weight.,It is a quick and easy method to use.,All opinions gathered are from sales executives.,C,"It is a quick and easy method to use. The jury of executive opinion (JEO) method is quick and easy to use because it does not require complicated techniques, expensive equipment, or major amounts of time and effort. It is popular with many companies because it uses the opinions of the companies' own experts rather than those of outsiders. Disadvantages of this method are that all opinions expressed carry equal weight, whether or not they are valid, and that the opinions are gathered from all executives, some of whom are not knowledgeable about sales. https://www.nasdaq.com/glossary/j/jury-of-executive-opinion",Financial Analysis,4,easy
Which of the following financial analysis methods involves comparing the same items on a company's financial statements for two or more periods:,Fundamental analysis,Vertical analysis,Technical analysis,Horizontal analysis,D,"Horizontal analysis. Horizontal analysis is a comparison of the same items on a company's financial statements for two or more periods. It involves comparing the value of a certain account at the end of year one with the value of that same account at the end of year two, for instance, and calculating the difference between the values. Vertical analysis involves stating each dollar amount on a financial statement as a percentage of another amount on the statement or a base amount. After calculating these percentages, you can compare them with each other, with previous years' figures, or with percentages of other companies in the same industry. Technical analysis involves using historical information from market activity, prices, and volume to evaluate securities and predict future price activity. Fundamental analysis involves studying all aspects of a company in an effort to understand its intrinsic value. etc.) https://www.investopedia.com/terms/h/horizontalanalysis.asp",Financial Analysis,5,easy
Which of the following is an onboarding activity:,Grievances,Compliance,Orientation,Exit interviews,C,"Orientation. Orientation is an onboarding activity, an HR management activity that gets new employees started on the job. It may involve giving an employee a tour of the facilities and making introductions, giving the employee information about company procedures and policies, and familiarizing the employee with their new workspace and equipment. Compliance is an HR management activity that involves making sure the company is following laws and regulations. Grievances are formal employee complaints made to an HR representative. Exit interviews are conducted with an employee who is leaving, not one who is new to the job.",Human Resources Management,5,easy
"Job applications provide human resources personnel with information about an applicant's training, skills, education, and",intelligence levels.,employment history.,hobbies and interests.,insurability levels.,B,"Employment history. A company often requires job applicants to complete an employment application. The application provides the company with a snapshot of an applicant's education, skills, training, and employment history. The company uses the information to determine if the applicant meets the minimal requirements for a specific position. Companies do not use employment applications to measure an applicant's intelligence levels, to inquire about an applicant's hobbies and interests, or to determine the applicant's insurability levels. August 23, 2021, from https://www.thebalancecareers.com/job-application-form-sample2061607",Human Resources Management,5,medium
Which of the following is the primary stakeholder influencing corporate governance:,Organizational employees,Company shareholders,The board of directors,High-level company executives,C,"The board of directors. The board of directors is the primary stakeholder affecting corporate governance. The board of directors exists to make important decisions for the company, including appointing corporate officers, setting executive compensation, and making dividend policies. The board of directors directly influences the company's corporate governance. Company shareholders, employees, and executives are not the primary stakeholders affecting corporate governance. https://www.investopedia.com/terms/c/corporategovernance.asp",Professional Development,5,hard
What is the main purpose of encouraging feedback during an employee training session?,To ensure employees understand the material,To identify employees with leadership skills,So employees can evaluate the training session,So employees can build better relationships,A,"To ensure employees understand the material. Encouraging employees to provide feedback during a training session gives them opportunities to ask questions so the trainer can ensure they understand the material. Team-building activities and group work are better techniques to help employees build relationships during a training session. There are more effective ways to identify employees with leadership skills than evaluating their feedback during a training session. Trainers who ask employees to evaluate a training session usually do so after the training session is complete. August 23, 2021, from https://bizfluent.com/how-4555347-conduct-training-sessioneffectively.html",Human Resources Management,5,easy
What approach to managing people is intended to discourage further violations of company rules after infractions have already occurred?,Corrective,Termination-at-will,Preventive,Open-door management,A,"Corrective. There are two general approaches to remedial action that supervisors can use: preventive and corrective. Preventive discipline is essentially an approach to managing people in such a way that behaviors which would require discipline are prevented. One action that supervisors can use to prevent discipline problems is open-door management: a policy permitting employees to voice their complaints, grievances, or problems to successively higher levels of management. Corrective discipline is intended to discourage further violations after infractions have already occurred. It may consist of one or several forms of action, including progressive discipline, corrective counseling, and constructive criticism. Termination-at-will is a policy that allows for the discharge of any employee without cause, provided there is no legal restriction or contract which applies to the situation. 2021, from https://hr.ucmerced.edu/employeelabor-relations/employeelabor-relations-howtos/how-conduct-corrective-action-discipline",Human Resources Management,5,medium
Which of the following is a way that marketers can use data to follow up on any problems or issues with a product:,Providing salespeople with additional training,Determining what new products to offer,Deciding which wholesalers to use for distribution,Budgeting for product development,A,"Providing salespeople with additional training. Data may show that salespeople need additional training for a certain product. This is something marketers want to provide so sales and profits can be as high as possible. Determining what new products to offer, deciding which wholesalers to use for distribution, and budgeting for product development are all activities that should take place before a product hits the market.",Information Management,5,easy
Marketing research can affect the business's marketing mix by providing information about various locations that will influence the business's __________ decision.,price,promotion,place,product,C,"Place. Marketing research can tell the business the advantages and disadvantages of various locations so that the business can choose the location that would get its products in the right place at the right time. The price decision involves deciding the amount of money marketers will ask in exchange for their products; the product decision involves deciding what goods, services, or ideas to sell; and the promotion decision involves selecting the types of communications that will be used to inform, persuade, or remind customers of their products.",Information Management,5,medium
"Identify the marketing function in the following situation: While shopping at the mall, Susan is asked her opinion of different brands of shampoo.",Behavioral segmentation,Promotion,Marketing-information management,Specialty advertising,C,"Marketing-information management. Gathering information through surveys is an example of the marketing-information management function. Specialty advertising is categorized as ""other media"" such as pens and calendars embossed with a company's name. Behavioral segmentation is the division of a market based on customers' responses to a product. Promotion communicates information about goods, services, images, and/or ideas to achieve a desired outcome.",Marketing,5,easy
Which of the following actions is most appropriate for a business to take when competitors introduce similar products to the marketplace:,Increase its prices to improve its image,Adjust its marketing strategies,Reduce its advertising efforts,Focus on its working conditions,B,"Adjust its marketing strategies. Changes in the marketplace require changes in marketing strategy. Changes such an increase in operating expenses, tighter government regulations, and the entry of new competitors in the marketplace require that businesses have flexible strategies so they can respond quickly to those changes. Pricing changes and advertising efforts are often considerations when a new competitor arrives on the scene. The business is more likely to increase advertising and reduce its prices, depending on the competitors' marketing and positioning activities. The business should always be concerned about maintaining safe working conditions, but this consideration does not impact marketing decisions in relation to its competitors.",Market Planning,5,medium
An overall purpose of market segmentation is to divide the market,into well-defined groups of consumers.,by distance from store or producer.,into consumer or industrial markets.,by consumer or industry income.,A,"Into well-defined groups of consumers. Segmenting the market into well-defined groups of consumers enables the business to know as much as possible about customers or potential customers, which helps the business market its products effectively. This is the overall purpose of market segmentation. Dividing the market by consumers' incomes or their locations is an aspect of market segmentation. Consumer markets are composed of individuals who purchase goods or services to satisfy their personal desires. Industrial markets are composed of businesses which purchase items for use in the operation of their businesses, for resale, or for making other goods.",Market Planning,6,easy
Which of the following situations is an example of a business using niche marketing:,A soft drink manufacturer advertises its product during a national television broadcast.,A national petroleum company offers credit cards for use at its gas and service stations.,A chemical manufacturer offers a hand soap that contains an antibacterial agent.,An athletic footwear company produces a line of shoes for children who play soccer.,D,"An athletic footwear company produces a line of shoes for children who play soccer. A niche market is a specific or narrow classification of customers in a market segment. An athletic shoe manufacturer produces shoes for people who engage in athletic activities. If the shoe company designs and sells footwear for a specific type of activity (e.g., soccer), it is appealing to a specific group within its larger market segment. A petroleum company offering credit options to anyone who purchases its gasoline is not necessarily engaging in niche marketing. An antibacterial hand soap is one item in a product line and does not necessarily target any specific or narrow market. Advertising a soft drink during a national television broadcast is an example of a mass marketing activity. https://www.thebalancesmb.com/niche-market-definition-for-business-2947188",Market Planning,6,easy
One reason why it is important to accurately forecast sales for a marketing plan is because the forecast is the basis of other,pricing strategies.,operational activities.,business reports.,management techniques.,B,"Operational activities. The sales forecast, the prediction of future sales over a specific period of time, is the basis for many other operational activities. The forecast affects decisions about production, distribution, purchasing, promotion, etc. Therefore, the sales forecast needs to be as accurate as possible so the business correctly plans the other operational activities. For example, if the forecast is too high, a business might produce substantially more product than it will be able to sell. A sales forecast is not the basis of pricing strategies, business reports, or management techniques. August 24, 2021, from https://yourbusiness.azcentral.com/top-10-reasons-sales-forecastingimportant-24818.html",Market Planning,6,easy
A controversial way for an organization to collect data on consumer purchasing habits and use the data to assess advertising objectives is by using,detailed consumer questionnaires.,online tracking methods.,random phone surveys.,indirect response techniques.,B,"Online tracking methods. Development and widespread use of computer software, computer hardware, and the internet has made it possible for companies to track hits, purchases, and information gathered or requested by consumers. This provides information to understand and develop profiles of consumers. The profiles are used to develop and assess marketing and advertising objectives. The reason this method is controversial is because many feel that the process invades the privacy of the consumer. Consumer questionnaires and phone surveys are ways to collect data, but they are not necessarily considered controversial. Indirect response techniques is not a term used in data collection for profiling use. 2021, from https://www.consumer.ftc.gov/articles/how-protect-your-privacy-online",Market Planning,6,hard
Why do businesses establish specifications for selecting hardware and software systems?,To obtain systems that perform required functions,To develop training programs for employees,To analyze the prices of various vendors,To keep up with the latest technological fads,A,"To obtain systems that perform required functions. There is a wide selection of hardware and software systems, and not all systems meet the specific needs of all businesses. Therefore, businesses establish specifications so they will obtain the systems that have the capability of performing the required functions. For example, some businesses need only basic hardware and a few software programs such as Word and Excel. Other businesses may need more complex hardware and a vast selection of software programs to manage manufacturing, distribution, billing, and customer service. Businesses do not establish specifications to develop training programs for employees, to analyze the prices of various vendors, or to keep up with the latest technological fads. https://www.newcmi.com/blog/choosing-the-right-hardware-software",Information Management,6,medium
Which of the following is a primary purpose of data mining:,To locate someone,To identify patterns,To spy on competitors,To attract customers,B,"To identify patterns. Data mining is the process of analyzing large amounts of information to find patterns, identify outliers, and predict outcomes. Companies use data mining to improve their marketing strategies, cut costs, improve customer service, and more. Data mining is not typically used to locate someone, to spy on competitors, or to attract customers. 2021, from https://www.sas.com/en_us/insights/analytics/data-mining.html#",Information Management,6,easy
Which of the following is a reason why a small business might share its financial records:,To convince a supplier to offer discounts on products purchased,To persuade a customer of the business's excellent service,To show competitors why brand competition is useless,To prove the business's net worth to acquire a bank loan,D,To prove the business's net worth to acquire a bank loan. Financial records showing the value of a business would help prove the company's net worth and could be used to acquire a bank loan. Financial records showing profits or expenses would be of little value in proving excellent service. Financial records contain private information that would not be shown to competitors or to suppliers.,Information Management,6,easy
What type of internal business record will help a firm determine the status of its supplies?,Credit report,Income statement,SWOT analysis,Inventory report,D,"Inventory report. An inventory report captures information about the status of the firm's supplies or products. For example, the inventory report may indicate that the firm is running low on copy paper for the photocopier and that the paper should be ordered so the firm does not run out. An income statement (profit-and-loss statement) is a financial summary that shows how much money the firm has made or has lost over a period of time. A SWOT analysis is a summary of the firm's strengths, weaknesses, opportunities, and threats. A credit report provides information about the firm's or its customers' credit history. templates. Retrieved August 23, 2021, from https://www.shipbob.com/blog/inventory-report/",Information Management,6,easy
Which of the following is an operations activity in business:,Selecting media,Contacting customers,Obtaining resources,Analyzing investments,C,"Obtaining resources. Resources refer to any person or item that the business uses to accomplish an objective. Operations management is the process of planning, controlling, and monitoring the day-to-day activities required for the company to function. This includes obtaining and allocating the appropriate types and amounts of resources to do the work, such as employees, equipment, and supplies. Contacting customers is a sales activity. Selecting media is a promotional activity. Analyzing investments is a financial activity.",Operations,6,easy
"Electrical hazards, slipping and tripping, and violence are all examples of potential __________ in the workplace.",non-negotiables,compromises,safety issues,success indicators,C,"Safety issues. There are plenty of safety issues that companies must consider when planning a new workspace or evaluating a current one, including electrical hazards, slipping and tripping from obstacles or slippery floors, and workplace violence. These are all examples of safety issues, not compromises, non-negotiables, or success indicators. A compromise is an agreement between two parties where each side must make sacrifices to reach an outcome that is acceptable for everyone. A non-negotiable is something that is deemed too important not to have. A success indicator is a sign that suggests that a person or organization is achieving success. https://smallbusiness.chron.com/workplace-safety-issues-1303.html",Operations,6,medium
Why might a business decide to purchase goods for a price higher than the lowest possible price?,To arrange flexible contracts,To spend additional funds,To satisfy a favorite vendor,To obtain a needed delivery date,D,"To obtain a needed delivery date. The people responsible for purchasing should always seek to buy needed goods and services at the lowest possible price, provided quality, delivery, and service do not suffer. It may not be efficient to purchase at the lowest possible price if the materials cannot be delivered on time. Obtaining the needed delivery date is a reason why a business might decide to purchase goods for a price higher than the lowest possible price. A business would not purchase goods for a price higher than the lowest possible price to spend additional funds, satisfy a favorite vendor, or arrange flexible contracts.",Operations,7,easy
Three-way light bulbs are all made with the same size base. This is an example of a production process that uses __________ parts.,segmented,standardized,branded,graded,B,"Standardized. Some production processes, such as mass production, use standardized parts to make large quantities of similar products. Standardized parts are interchangeable. Grading is the process of rating products according to certain established standards or characteristics. Branding is the ongoing decision-making process about the use of brands. Segmenting divides people or things into sections according to certain criteria.",Operations,7,medium
Businesses that develop and implement procedures for employees to follow to expedite task completion are trying to establish efficient,production processes.,workflows.,management techniques.,supervision.,B,"Workflows. Businesses want to establish efficient procedures to expedite task completion and make it possible for employees to do their jobs correctly. Businesses establish efficient workflows by developing and implementing procedures for employees to follow so they can avoid making mistakes. If employees have specific procedures to follow, they are more likely to be able to work efficiently and achieve quality. Production processes are the ways that products are produced. Management techniques are ways of supervising personnel. Retrieved August 24, 2021, from https://monday.com/blog/productivity/what-is-a-workflow/",Operations,7,medium
